id,terjemah,tjclean
[2.84],Dan (ingatlah) ketika Kami mengambil janji dari kamu (yaitu): kamu tidak akan menumpahkan darahmu (membunuh orang) dan kamu tidak akan mengusir dirimu (saudaramu sebangsa) dari kampung halamanmu kemudian kamu berikrar (akan memenuhinya) sedang kamu mempersaksikannya.,ingatlah mengambil janji menumpahkan darahmu membunuh orang mengusir dirimu saudaramu sebangsa kampung halamanmu berikrar memenuhinya mempersaksikannya
[2.85],Kemudian kamu (Bani Israel) membunuh dirimu (saudaramu sebangsa) dan mengusir segolongan daripada kamu dari kampung halamannya kamu bantu membantu terhadap mereka dengan membuat dosa dan permusuhan tetapi jika mereka datang kepadamu sebagai tawanan kamu tebus mereka padahal mengusir mereka itu (juga) terlarang bagimu. Apakah kamu beriman kepada sebahagian Al Kitab (Taurat) dan ingkar terhadap sebahagian yang lain? Tiadalah balasan bagi orang yang berbuat demikian dari padamu melainkan kenistaan dalam kehidupan dunia dan pada hari kiamat mereka dikembalikan kepada siksa yang sangat berat. Allah tidak lengah dari apa yang kamu perbuat.,bani israel membunuh dirimu saudaramu sebangsa mengusir segolongan kampung halamannya bantu membantu dosa permusuhan kepadamu tawanan tebus mengusir terlarang bagimu beriman sebahagian al kitab taurat ingkar sebahagian tiadalah balasan orang berbuat padamu kenistaan kehidupan dunia kiamat dikembalikan siksa berat allah lengah perbuat
[2.86],Itulah orang-orang yang membeli kehidupan dunia dengan (kehidupan) akhirat maka tidak akan diringankan siksa mereka dan mereka tidak akan ditolong.,orangorang membeli kehidupan dunia kehidupan akhirat diringankan siksa ditolong
[2.87],Dan sesungguhnya Kami telah mendatangkan Al Kitab (Taurat) kepada Musa dan Kami telah menyusulinya (berturut-turut) sesudah itu dengan rasul-rasul dan telah Kami berikan bukti-bukti kebenaran (mukjizat) kepada `Isa putra Maryam dan Kami memperkuatnya dengan Ruhul-Qudus. Apakah setiap datang kepadamu seorang rasul membawa sesuatu (pelajaran) yang tidak sesuai dengan keinginanmu lalu kamu angkuh maka beberapa orang (di antara mereka) kamu dustakan dan beberapa orang (yang lain) kamu bunuh?,sesungguhnya al kitab taurat musa menyusulinya berturutturut rasulrasul buktibukti kebenaran mukjizat isa putra maryam memperkuatnya ruhulqudus kepadamu rasul membawa pelajaran sesuai keinginanmu angkuh orang dustakan orang bunuh
[2.88],Dan mereka berkata: Hati kami tertutup. Tetapi sebenarnya Allah telah mengutuk mereka karena keingkaran mereka maka sedikit sekali mereka yang beriman.,hati tertutup allah mengutuk keingkaran beriman
[2.89],Dan setelah datang kepada mereka Al Qur'an dari Allah yang membenarkan apa yang ada pada mereka padahal sebelumnya mereka biasa memohon (kedatangan Nabi) untuk mendapat kemenangan atas orang-orang kafir maka setelah datang kepada mereka apa yang telah mereka ketahui mereka lalu ingkar kepadanya. Maka laknat Allah-lah atas orang-orang yang ingkar itu.,al quran allah membenarkan memohon kedatangan nabi kemenangan orangorang kafir ketahui ingkar laknat allahlah orangorang ingkar
[2.90],Alangkah buruknya (perbuatan) mereka yang menjual dirinya sendiri dengan kekafiran kepada apa yang telah diturunkan Allah karena dengki bahwa Allah menurunkan karunia-Nya kepada siapa yang dikehendaki-Nya di antara hamba-hamba-Nya. Karena itu mereka mendapat murka sesudah (mendapat) kemurkaan. Dan untuk orang-orang kafir siksaan yang menghinakan.,alangkah buruknya perbuatan menjual kekafiran diturunkan allah dengki allah menurunkan karunianya dikehendakinya hambahambanya murka kemurkaan orangorang kafir siksaan menghinakan
[2.91],Dan apabila dikatakan kepada mereka: Berimanlah kepada Al Qur'an yang diturunkan Allah mereka berkata: Kami hanya beriman kepada apa yang diturunkan kepada kami. Dan mereka kafir kepada Al Qur'an yang diturunkan sesudahnya sedang Al Qur'an itu adalah (Kitab) yang hak yang membenarkan apa yang ada pada mereka. Katakanlah: Mengapa kamu dahulu membunuh nabi-nabi Allah jika benar kamu orang-orang yang beriman?,berimanlah al quran diturunkan allah beriman diturunkan kafir al quran diturunkan al quran kitab hak membenarkan membunuh nabinabi allah orangorang beriman
[2.92],Sesungguhnya Musa telah datang kepadamu membawa bukti-bukti kebenaran (mukjizat) kemudian kamu jadikan anak sapi (sebagai sembahan) sesudah (kepergian)nya dan sebenarnya kamu adalah orang-orang yang lalim.,sesungguhnya musa kepadamu membawa buktibukti kebenaran mukjizat jadikan anak sapi sembahan kepergiannya orangorang lalim
[2.93],Dan (ingatlah) ketika Kami mengambil janji dari kamu dan Kami angkat bukit (Thursina) di atasmu (seraya Kami berfirman): Peganglah teguh-teguh apa yang Kami berikan kepadamu dan dengarkanlah! Mereka menjawab: Kami mendengarkan tetapi tidak menaati. Dan telah diresapkan ke dalam hati mereka itu (kecintaan menyembah) anak sapi karena kekafirannya. Katakanlah: Amat jahat perbuatan yang diperintahkan imanmu kepadamu jika betul kamu beriman (kepada Taurat).,ingatlah mengambil janji angkat bukit thursina atasmu seraya berfirman peganglah teguhteguh kepadamu dengarkanlah mendengarkan menaati diresapkan hati kecintaan menyembah anak sapi kekafirannya jahat perbuatan diperintahkan imanmu kepadamu beriman taurat
[2.94],Katakanlah: Jika kamu (menganggap bahwa) kampung akhirat (surga) itu khusus untukmu di sisi Allah bukan untuk orang lain maka inginilah kematian (mu) jika kamu memang benar.,menganggap kampung akhirat surga khusus untukmu sisi allah orang inginilah kematian mu
[2.95],Dan sekali-kali mereka tidak akan mengingini kematian itu selama-lamanya karena kesalahan-kesalahan yang telah diperbuat oleh tangan mereka (sendiri). Dan Allah Maha Mengetahui siapa orang-orang yang aniaya.,sekalikali mengingini kematian selamalamanya kesalahankesalahan tangan allah maha orangorang aniaya
[2.96],Dan sungguh kamu akan mendapati mereka manusia yang paling loba kepada kehidupan (di dunia) bahkan (lebih loba lagi) dari orang-orang musyrik. Masing-masing mereka ingin agar diberi umur seribu tahun padahal umur panjang itu sekali-kali tidak akan menjauhkannya dari siksa. Allah Maha Mengetahui apa yang mereka kerjakan.,sungguh mendapati manusia loba kehidupan dunia loba orangorang musyrik masingmasing umur seribu umur sekalikali menjauhkannya siksa allah maha kerjakan
[2.97],Katakanlah: Barang siapa yang menjadi musuh Jibril maka Jibril itu telah menurunkannya (Al Qur'an) ke dalam hatimu dengan seizin Allah membenarkan apa (kitab-kitab) yang sebelumnya dan menjadi petunjuk serta berita gembira bagi orang-orang yang beriman. [2.98] Barang siapa yang menjadi musuh Allah malaikat-malaikat-Nya rasul-rasul-Nya Jibril dan Mikail maka sesungguhnya Allah adalah musuh orang-orang kafir.,barang musuh jibril jibril menurunkannya al quran hatimu seizin allah membenarkan kitabkitab petunjuk berita gembira orangorang beriman 298 barang musuh allah malaikatmalaikatnya rasulrasulnya jibril mikail sesungguhnya allah musuh orangorang kafir
[2.99],Dan sesungguhnya Kami telah menurunkan kepadamu ayat-ayat yang jelas dan tak ada yang ingkar kepadanya melainkan orang-orang yang fasik.,sesungguhnya menurunkan kepadamu ayatayat ingkar orangorang fasik
[2.100],Patutkah (mereka ingkar kepada ayat-ayat Allah) dan setiap kali mereka mengikat janji segolongan mereka melemparkannya? Bahkan sebahagian besar dari mereka tidak beriman.,patutkah ingkar ayatayat allah kali mengikat janji segolongan melemparkannya sebahagian beriman
[2.101],Dan setelah datang kepada mereka seorang Rasul dari sisi Allah yang membenarkan apa (kitab) yang ada pada mereka sebahagian dari orang-orang yang diberi Kitab (Taurat) melemparkan Kitab Allah ke belakang (punggung) nya seolah-olah mereka tidak mengetahui (bahwa itu adalah Kitab Allah).,rasul sisi allah membenarkan kitab sebahagian orangorang kitab taurat melemparkan kitab allah punggung nya seolaholah kitab allah
[2.102],Dan mereka mengikuti apa yang dibaca oleh syaitan-setan pada masa kerajaan Sulaiman (dan mereka mengatakan bahwa Sulaiman itu mengerjakan sihir) padahal Sulaiman tidak kafir (tidak mengerjakan sihir) hanya setan-setan itulah yang kafir (mengerjakan sihir). Mereka mengajarkan sihir kepada manusia dan apa yang diturunkan kepada dua orang malaikat di negeri Babil yaitu Harut dan Marut sedang keduanya tidak mengajarkan (sesuatu) kepada seorang pun sebelum mengatakan: Sesungguhnya kami hanya cobaan (bagimu) sebab itu janganlah kamu kafir. Maka mereka mempelajari dari kedua malaikat itu apa yang dengan sihir itu mereka dapat menceraikan antara seorang (suami) dengan istrinya. Dan mereka itu (ahli sihir) tidak memberi mudarat dengan sihirnya kepada seorang pun kecuali dengan izin Allah. Dan mereka mempelajari sesuatu yang memberi mudarat kepadanya dan tidak memberi manfaat. Demi sesungguhnya mereka telah meyakini bahwa barang siapa yang menukarnya (kitab Allah) dengan sihir itu tiadalah baginya keuntungan di akhirat dan amat jahatlah perbuatan mereka menjual dirinya dengan sihir kalau mereka mengetahui.,mengikuti dibaca syaitansetan kerajaan sulaiman sulaiman sihir sulaiman kafir sihir setansetan kafir sihir mengajarkan sihir manusia diturunkan orang malaikat negeri babil harut marut mengajarkan sesungguhnya cobaan bagimu kafir mempelajari malaikat sihir menceraikan suami istrinya ahli sihir mudarat sihirnya kecuali izin allah mempelajari mudarat manfaat sesungguhnya barang menukarnya kitab allah sihir tiadalah baginya keuntungan akhirat jahatlah perbuatan menjual sihir
[2.103],Sesungguhnya kalau mereka beriman dan bertakwa (niscaya mereka akan mendapat pahala) dan sesungguhnya pahala dari sisi Allah adalah lebih baik kalau mereka mengetahui.,sesungguhnya beriman bertakwa niscaya pahala sesungguhnya pahala sisi allah
[2.104],Hai orang-orang yang beriman janganlah kamu katakan (kepada Muhammad): Raa`ina tetapi katakanlah: Unzhurna dan dengarlah. Dan bagi orang-orang kafir siksaan yang pedih.,hai orangorang beriman muhammad raaina unzhurna dengarlah orangorang kafir siksaan pedih
[2.105],Orang-orang kafir dari Ahli Kitab dan orang-orang musyrik tiada menginginkan diturunkannya sesuatu kebaikan kepadamu dari Tuhanmu. Dan Allah menentukan siapa yang dikehendaki-Nya (untuk diberi) rahmat-Nya (kenabian) dan Allah mempunyai karunia yang besar.,orangorang kafir ahli kitab orangorang musyrik tiada diturunkannya kebaikan kepadamu tuhanmu allah menentukan dikehendakinya rahmatnya kenabian allah karunia
[2.106],Ayat mana saja yang Kami nasakhkan atau Kami jadikan (manusia) lupa kepadanya Kami datangkan yang lebih baik daripadanya atau yang sebanding dengannya. Tiadakah kamu mengetahui bahwa sesungguhnya Allah Maha Kuasa atas segala sesuatu?,ayat nasakhkan jadikan manusia lupa datangkan daripadanya sebanding dengannya tiadakah sesungguhnya allah maha kuasa
[2.107],Tiadakah kamu mengetahui bahwa kerajaan langit dan bumi adalah kepunyaan Allah? Dan tiada bagimu selain Allah seorang pelindung maupun seorang penolong.,tiadakah kerajaan langit bumi kepunyaan allah tiada bagimu allah pelindung penolong
[2.108],Apakah kamu menghendaki untuk meminta kepada Rasul kamu seperti Bani Israel meminta kepada Musa pada zaman dahulu? Dan barang siapa yang menukar iman dengan kekafiran maka sungguh orang itu telah sesat dari jalan yang lurus.,rasul bani israel musa zaman barang menukar iman kekafiran sungguh orang sesat jalan lurus
[2.109],Sebahagian besar Ahli Kitab menginginkan agar mereka dapat mengembalikan kamu kepada kekafiran setelah kamu beriman karena dengki yang (timbul) dari diri mereka sendiri setelah nyata bagi mereka kebenaran. Maka maafkanlah dan biarkanlah mereka sampai Allah mendatangkan perintah-Nya. Sesungguhnya Allah Maha Kuasa atas segala sesuatu.,sebahagian ahli kitab mengembalikan kekafiran beriman dengki timbul nyata kebenaran maafkanlah biarkanlah allah perintahnya sesungguhnya allah maha kuasa
[2.110],Dan dirikanlah salat dan tunaikanlah zakat. Dan kebaikan apa saja yang kamu usahakan bagi dirimu tentu kamu akan mendapat pahalanya pada sisi Allah. Sesungguhnya Allah Maha Melihat apa-apa yang kamu kerjakan.,dirikanlah salat tunaikanlah zakat kebaikan usahakan dirimu pahalanya sisi allah sesungguhnya allah maha apaapa kerjakan
[2.111],Dan mereka (Yahudi dan Nasrani) berkata: Sekali-kali tidak akan masuk surga kecuali orang-orang (yang beragama) Yahudi atau Nasrani. Demikian itu (hanya) angan-angan mereka yang kosong belaka. Katakanlah: Tunjukkanlah bukti kebenaranmu jika kamu adalah orang yang benar.,yahudi nasrani sekalikali masuk surga kecuali orangorang beragama yahudi nasrani anganangan kosong belaka tunjukkanlah bukti kebenaranmu orang
[2.112],(Tidak demikian) bahkan barang siapa yang menyerahkan diri kepada Allah sedang ia berbuat kebajikan maka baginya pahala pada sisi Tuhannya dan tidak ada kekhawatiran terhadap mereka dan tidak (pula) mereka bersedih hati.,barang menyerahkan allah berbuat kebajikan baginya pahala sisi tuhannya kekhawatiran bersedih hati
[2.113],Dan orang-orang Yahudi berkata: Orang-orang Nasrani itu tidak mempunyai suatu pegangan dan orang-orang Nasrani berkata: Orang-orang Yahudi tidak mempunyai sesuatu pegangan padahal mereka (sama-sama) membaca Al Kitab. Demikian pula orang-orang yang tidak mengetahui mengatakan seperti ucapan mereka itu. Maka Allah akan mengadili di antara mereka pada hari kiamat tentang apa-apa yang mereka berselisih padanya.,orangorang yahudi orangorang nasrani pegangan orangorang nasrani orangorang yahudi pegangan samasama membaca al kitab orangorang ucapan allah mengadili kiamat apaapa berselisih
[2.114],Dan siapakah yang lebih aniaya daripada orang yang menghalang-halangi menyebut nama Allah dalam mesjid-mesjid-Nya dan berusaha untuk merobohkannya? Mereka itu tidak sepatutnya masuk ke dalamnya (mesjid Allah) kecuali dengan rasa takut (kepada Allah). Mereka di dunia mendapat kehinaan dan di akhirat mendapat siksa yang berat.,aniaya orang menghalanghalangi menyebut nama allah mesjidmesjidnya berusaha merobohkannya sepatutnya masuk dalamnya mesjid allah kecuali takut allah dunia kehinaan akhirat siksa berat
[2.115],Dan kepunyaan Allah-lah timur dan barat maka ke mana pun kamu menghadap di situlah wajah Allah. Sesungguhnya Allah Maha Luas (rahmat-Nya) lagi Maha Mengetahui.,kepunyaan allahlah timur barat menghadap situlah wajah allah sesungguhnya allah maha luas rahmatnya maha
[2.116],Mereka (orang-orang kafir) berkata: Allah mempunyai anak. Maha Suci Allah bahkan apa yang ada di langit dan di bumi adalah kepunyaan Allah semua tunduk kepada-Nya.,orangorang kafir allah anak maha suci allah langit bumi kepunyaan allah tunduk
[2.117],Allah Pencipta langit dan bumi dan bila Dia berkehendak (untuk menciptakan) sesuatu maka (cukuplah) Dia hanya mengatakan kepadanya: Jadilah. Lalu jadilah ia.,allah pencipta langit bumi menciptakan
[2.118],Dan orang-orang yang tidak mengetahui berkata: Mengapa Allah tidak (langsung) berbicara dengan kami atau datang tanda-tanda kekuasaan-Nya kepada kami? Demikian pula orang-orang yang sebelum mereka telah mengatakan seperti ucapan mereka itu hati mereka serupa. Sesungguhnya Kami telah menjelaskan tanda-tanda kekuasaan Kami kepada kaum yang yakin.,orangorang allah langsung berbicara tandatanda kekuasaannya orangorang ucapan hati sesungguhnya tandatanda kekuasaan kaum
[2.119],Sesungguhnya Kami telah mengutusmu (Muhammad) dengan kebenaran sebagai pembawa berita gembira dan pemberi peringatan dan kamu tidak akan diminta (pertanggungjawaban) tentang penghuni-penghuni neraka.,sesungguhnya mengutusmu muhammad kebenaran pembawa berita gembira pemberi peringatan pertanggungjawaban penghunipenghuni neraka
[2.120],Orang-orang Yahudi dan Nasrani tidak akan senang kepada kamu hingga kamu mengikuti agama mereka. Katakanlah: Sesungguhnya petunjuk Allah itulah petunjuk (yang benar). Dan sesungguhnya jika kamu mengikuti kemauan mereka setelah pengetahuan datang kepadamu maka Allah tidak lagi menjadi pelindung dan penolong bagimu.,orangorang yahudi nasrani senang mengikuti agama sesungguhnya petunjuk allah petunjuk sesungguhnya mengikuti kemauan pengetahuan kepadamu allah pelindung penolong bagimu
[2.121],Orang-orang yang telah Kami berikan Al Kitab kepadanya mereka membacanya dengan bacaan yang sebenarnya mereka itu beriman kepadanya. Dan barang siapa yang ingkar kepadanya maka mereka itulah orang-orang yang rugi.,orangorang al kitab membacanya bacaan beriman barang ingkar orangorang rugi
[2.122],Hai Bani Israel ingatlah akan nikmat-Ku yang telah Ku-anugerahkan kepadamu dan Aku telah melebihkan kamu atas segala umat.,hai bani israel ingatlah nikmatku kuanugerahkan kepadamu melebihkan umat
